,DSSTox_CID,FW,Formula,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,smiles,smiles_parent,NumAtoms
4394,26348,185.0725,C3H8NO6P,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,N[C@@H](COP(=O)(O)O)C(=O)O,N[C@@H](COP(=O)(O)O)C(=O)O,11
4395,12329,397.5134,C14H24NO4PS3,0.0,0.0,1.0,,,0.0,,1.0,0.0,0.0,,0.0,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,23
4396,28689,872.8316,C34H24N4O16S4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,O=C(Nc1ccc(/C=C/c2ccc(NC(=O)c3cc(S(=O)(=O)O)c4cccnc4c3O)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1)c1cc(S(=O)(=O)O)c2cccnc2c1O,O=C(Nc1ccc(/C=C/c2ccc(NC(=O)c3cc(S(=O)(=O)O)c4cccnc4c3O)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1)c1cc(S(=O)(=O)O)c2cccnc2c1O,58
4397,24288,422.3892,C16H10N2O8S2,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,0.0,0.0,O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,28
4398,25112,387.4958 (172.2016+215.2942),C20H25N3O3S,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Cc1ccc(S(=O)(=O)O)cc1.c1cc2c(c(NC3=NCCN3)c1)CCCC2,c1cc2c(c(NC3=NCCN3)c1)CCCC2,16
4399,28674,452.5709 (177.2462+177.2462+98.0785),C20H32N6O4S,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,C/N=C(\NC)NCc1ccccc1.C/N=C(\NC)NCc1ccccc1.O=S(=O)(O)O,C/N=C(\NC)NCc1ccccc1,13
4400,28988,453.5242 (355.4457+98.0785),C22H28FNO6S,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1.O=S(=O)(O)O,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,26
4401,20653,357.3175,C17H15N3O6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,26
4402,2950,309.4452,C21H27NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,23
4403,2789,289.7998,C17H20ClNO,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,20
4404,3687,325.4876,C22H31NO,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,24
4405,2525,250.3334,C15H22O3,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,1.0,,CCCCC(CC)COC(=O)c1ccc(O)cc1,CCCCC(CC)COC(=O)c1ccc(O)cc1,18
4406,2523,236.3068,C14H20O3,,,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,CCCCCCCOC(=O)c1ccc(O)cc1,CCCCCCCOC(=O)c1ccc(O)cc1,17
4407,27933,250.3334,C15H22O3,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,,0.0,CCCCCCCCOC(=O)c1ccc(O)cc1,CCCCCCCCOC(=O)c1ccc(O)cc1,18
4408,24239,804.8819 (344.4049+116.0722+344.4049),C42H52N4O12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.O=C(O)/C=C/C(=O)O,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,25
4409,26688,518.5778 (420.4993+98.0785),C22H34N2O10S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,O=S(=O)(O)O.Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O,Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O,30
4410,241,305.4119,C18H27NO3,0.0,0.0,,1.0,,0.0,0.0,1.0,0.0,0.0,,0.0,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,22
4411,21774,168.6202,C9H9ClO,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,Oc1ccc(Cl)c2c1CCC2,Oc1ccc(Cl)c2c1CCC2,11
4412,876,124.1372,C7H8O2,0.0,0.0,1.0,,0.0,0.0,,1.0,,0.0,0.0,,Cc1cc(O)ccc1O,Cc1cc(O)ccc1O,9
4413,5670,176.1687,C10H8O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,Cc1cc(=O)oc2cc(O)ccc12,Cc1cc(=O)oc2cc(O)ccc12,13
4414,2089,151.1626,C8H9NO2,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(=O)Nc1cccc(O)c1,CC(=O)Nc1cccc(O)c1,11
4415,6018,482.4362,C25H22O10,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O,COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O,35
4416,25843,124.1372,C7H8O2,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,OCc1ccccc1O,OCc1ccccc1O,9
4417,3227,422.9106,C22H23ClN6O,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,0.0,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,30
4418,3796,592.6827 (340.4195+126.1316+126.1316),C23H36N4O10S2,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,0.0,,0.0,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,25
4419,25368,223.2683,C12H17NO3,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,CCCCOc1ccc(CC(=O)NO)cc1,CCCCOc1ccc(CC(=O)NO)cc1,16
4420,810,152.1771,C5H4N4S,0.0,0.0,1.0,,,0.0,,1.0,0.0,0.0,0.0,1.0,S=c1[nH]cnc2[nH]cnc12,S=c1[nH]cnc2[nH]cnc12,10
4421,2612,362.3455 (79.9045+282.4409),C17H32BrNO2,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C.[Br-],CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C,20
4422,3672,400.3967 (79.9045+320.4921),C17H22BrNOS2,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,COC1CC(=C(c2cccs2)c2cccs2)C[N+](C)(C)C1.[Br-],COC1CC(=C(c2cccs2)c2cccs2)C[N+](C)(C)C1,21
4423,21075,303.1955 (223.2909+79.9045),C12H19BrN2O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,16
4424,25632,428.4036 (348.4990+79.9045),C21H34BrNO3,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.[Br-],CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,25
4425,26539,306.3231 (115.1078+115.1078+40.0769+18.0153+18.0153),C10H18CaO8,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,CC(=O)CCC(=O)[O-].CC(=O)CCC(=O)[O-].O.O.[Ca+2],CC(=O)CCC(=O)O,8
4426,2582,608.4707 (537.5636+35.4535+35.4535),C28H42Cl4N4O2,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl.[Cl-].[Cl-],CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,36
4427,2978,201.6931 (166.2396+35.4535),C10H16ClNO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CC[N+](C)(C)c1cccc(O)c1.[Cl-],CC[N+](C)(C)c1cccc(O)c1,12
4428,21137,165.7041 (130.2506+35.4535),C8H20ClN,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC[N+](CC)(CC)CC.[Cl-],CC[N+](CC)(CC)CC,9
4429,26623,266.3005 (227.2027+39.0978),C10H7KN6O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,Cc1cccn2c(=O)c(-c3nnn[n-]3)cnc12.[K+],Cc1cccn2c(=O)c(-c3nnn[nH]3)cnc12,17
4430,26568,195.1747 (156.0769+39.0978),C4H2KN3O4,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,O=C([O-])c1nc(O)nc(O)n1.[K+],O=C(O)c1nc(O)nc(O)n1,11
4431,26601,406.0612 (337.0935+22.9892+22.9892+22.9892),C6H11Na3O12P2,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,,0.0,0.0,O=P([O-])([O-])OC[C@@]1(O)O[C@H](COP(=O)([O-])O)[C@@H](O)[C@@H]1O.[Na+].[Na+].[Na+],O=P(O)(O)OC[C@H]1O[C@](O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O,20
4432,26814,503.4195 (457.4410+22.9892+22.9892),C20H23N7Na2O6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CN1c2c(O)nc(N)nc2NCC1CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1.[Na+].[Na+],CN1c2c(O)nc(N)nc2NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,33
4433,190,466.3529 (22.9892+22.9892+420.3744),C16H8N2Na2O8S2,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=C1/C(=C2\Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21.[Na+].[Na+],O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,28
4434,24206,766.3389 (333.1573+22.9892+333.1573+22.9892+18.0153+18.0153+18.0153),C30H28Br2N2Na2O9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,0.0,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1.Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1.O.O.O.[Na+].[Na+],Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,20
4435,25595,564.4363 (22.9892+22.9892+518.4578),C20H18N6Na2O9S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CO[C@@H]21.[Na+].[Na+],CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,36
4436,14540,296.2489 (273.2597+22.9892),C12H17NaO7,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC1(C)OC[C@@H]2O[C@@]3(C(=O)[O-])OC(C)(C)O[C@H]3[C@@H]2O1.[Na+],CC1(C)OC[C@@H]2O[C@@]3(C(=O)O)OC(C)(C)O[C@H]3[C@@H]2O1,19
4437,25552,538.6910 (22.9892+515.7018),C31H47NaO6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)[O-].[Na+],CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,37
4438,28520,462.4624 (439.4732+22.9892),C13H11N8NaO4S3,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nncs3)CS[C@H]12.[Na+],O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@H]12,28
4439,26644,304.2758 (281.2866+22.9892),C16H13N2NaO3,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=C([O-])COc1nn(Cc2ccccc2)c2ccccc12.[Na+],O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,21
4440,27103,372.5387 (349.5495+22.9892),C18H37NaO4S,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,CCCCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],CCCCCCCCCCCCCCCCCCOS(=O)(=O)O,23
4441,3386,634.6062 (611.6169+22.9892),C31H35N2NaO11,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c([O-])c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C.[Na+],CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,44
4442,7084,158.2175 (135.2283+22.9892),C4H7NaOS2,0.0,0.0,0.0,,,0.0,,0.0,0.0,1.0,,0.0,CC(C)OC(=S)[S-].[Na+],CC(C)OC(=S)S,7
4443,28245,649.9220 (626.9328+22.9892),C12H10I3N2NaO4,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.[Na+],CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,21
4444,28584,277.2504 (254.2612+22.9892),C15H12NNaO3,0.0,,0.0,0.0,1.0,0.0,1.0,,0.0,,0.0,0.0,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccccc1.[Na+],Nc1c(CC(=O)O)cccc1C(=O)c1ccccc1,19
4445,26885,253.2109 (230.2217+22.9892),C7H8N3NaO4S,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=C(NNCS(=O)(=O)[O-])c1ccncc1.[Na+],O=C(NNCS(=O)(=O)O)c1ccncc1,15
4446,2541,353.3255,C19H15NO6,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,0.0,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,26
4447,25244,214.2018,C6H6N4O3S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,O=C1NCCN1c1ncc([N+](=O)[O-])s1,O=C1NCCN1c1ncc([N+](=O)[O-])s1,14
4448,847,267.2363,C15H9NO4,0.0,,1.0,,1.0,0.0,,1.0,0.0,0.0,1.0,,Cc1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O,Cc1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O,20
4449,26569,125.1253,C6H7NO2,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,[O-][n+]1cccc(CO)c1,[O-][n+]1cccc(CO)c1,9
4450,26165,162.1454,C8H6N2O2,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,[O-][n+]1cc[n+]([O-])c2ccccc21,[O-][n+]1cc[n+]([O-])c2ccccc21,12
4451,25392,302.1643 (221.2524+80.9119),C12H16BrNO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,Br.COc1c2c(cc3c1OCO3)CCN(C)C2,COc1c2c(cc3c1OCO3)CCN(C)C2,16
4452,25101,400.2643 (319.3523+80.9119),C17H22BrNO5,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Br.C[N+]1([O-])[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,C[N+]1([O-])[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,23
4453,25419,384.2649 (303.3529+80.9119),C17H22BrNO4,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,Br.CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,22
4454,25221,292.1346,C11H10BrN5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,Brc1c(NC2=NCCN2)ccc2nccnc12,Brc1c(NC2=NCCN2)ccc2nccnc12,17
4455,28895,444.6481,C31H40O2,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O,33
4456,26323,325.4048,C19H23N3O2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,24
4457,28876,416.4642,C23H28O7,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)C[C@@H](C)[C@](C)(O)C2,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)C[C@@H](C)[C@](C)(O)C2,30
4458,3590,392.3998,C19H22F2N4O3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,28
4459,26467,508.6341,C23H36N6O5S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,C[C@H]1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,C[C@H]1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,35
4460,28591,722.8212 (286.2821+218.2696+218.2696),C30H46N2O14S2,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,,0.0,0.0,CC(=O)OC(C)C(=O)OCC[N+](C)(C)C.CC(=O)OC(C)C(=O)OCC[N+](C)(C)C.O=S(=O)([O-])c1cccc2c(S(=O)(=O)[O-])cccc12,CC(=O)OC(C)C(=O)OCC[N+](C)(C)C,15
4461,28629,734.0389,C40H80NO8P,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,CCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,50
4462,26816,677.9325,C36H72NO8P,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,46
4463,6769,162.3775,C6H18OSi2,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,C[Si](C)(C)O[Si](C)(C)C,C[Si](C)(C)O[Si](C)(C)C,9
4464,7304,219.6850,C2H6Cl2Sn,0.0,,0.0,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,C[Sn](C)(Cl)Cl,C[Sn](C)(Cl)Cl,5
4465,28562,400.6371,C27H44O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(=O)OC/C=C(\C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(=O)OC/C=C(\C)CCC=C(C)C,29
4466,1277,112.1265,C6H8O2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,C/C=C/C=C/C(=O)O,C/C=C/C=C/C(=O)O,8
4467,3907,252.3093,C20H12,0.0,1.0,1.0,,0.0,,1.0,1.0,0.0,1.0,,,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,20
4468,5857,180.2053,C12H8N2,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,0.0,1.0,c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,14
4469,24872,312.3597,C19H20O4,0.0,0.0,0.0,,0.0,,,1.0,0.0,,0.0,1.0,c1cc(OCC2CO2)ccc1Cc1ccc(OCC2CO2)cc1,c1cc(OCC2CO2)ccc1Cc1ccc(OCC2CO2)cc1,23
4470,25189,306.3602,C15H22N4O3,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,22
4471,21,163.1949,C5H9NO3S,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,CC(=O)N[C@@H](CS)C(=O)O,CC(=O)N[C@@H](CS)C(=O)O,10
4472,25330,563.6166,C27H33NO10S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2,39
4473,26761,369.4110,C21H23NO5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,27
4474,25658,169.2209,C9H15NO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CC(=O)OC1CN2CCC1CC2,CC(=O)OC1CN2CCC1CC2,12
4475,25443,390.5131,C23H34O5,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,28
4476,221,150.2176,C10H14O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CC(C)(C)c1ccc(O)cc1,CC(C)(C)c1ccc(O)cc1,11
4477,26266,418.2844,C19H20BrN3O3,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2,CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2,26
4478,25605,310.2992,C15H18O7,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(C)(O)[C@H]1[C@@H]2C(=O)O[C@H]1[C@H]1OC(=O)[C@@]34O[C@@H]3C[C@]2(O)[C@@]14C,CC(C)(O)[C@H]1[C@@H]2C(=O)O[C@H]1[C@H]1OC(=O)[C@@]34O[C@@H]3C[C@]2(O)[C@@]14C,22
4479,26839,169.1811,C7H11N3O2,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,CC(C)c1ncc([N+](=O)[O-])n1C,CC(C)c1ncc([N+](=O)[O-])n1C,12
4480,5465,390.4529,C22H31O4P,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,27
4481,21689,361.4321,C20H27NO5,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCOC(=O)c1cnc2cc(OCC(C)C)c(OCC(C)C)cc2c1O,CCOC(=O)c1cnc2cc(OCC(C)C)c(OCC(C)C)cc2c1O,26
4482,3476,248.3208,C14H20N2O2,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(C)NCC(O)COc1cccc2[nH]ccc12,CC(C)NCC(O)COc1cccc2[nH]ccc12,18
